date,close,volume
2017-05-08,5655.5,166263.0
2017-05-09,5676.25,164353.0
2017-05-10,5675.5,194000.0
2017-05-11,5670.75,174081.0
2017-05-12,5689.0,238806.0
2017-05-15,5701.25,186832.0
2017-05-16,5724.25,180918.0
2017-05-17,5578.75,183423.0
2017-05-18,5630.5,506880.0
2017-05-19,5653.25,522258.0
2017-05-22,5702.0,292202.0
2017-05-23,5711.5,198203.0
2017-05-24,5731.25,219010.0
2017-05-25,5782.0,191514.0
2017-05-26,5792.25,239940.0
2017-05-30,5792.0,163404.0
2017-05-31,5793.25,197717.0
2017-06-01,5822.0,332645.0
2017-06-02,5886.0,266069.0
2017-06-05,5880.75,298205.0
2017-06-06,5863.25,177414.0
2017-06-07,5879.75,257087.0
2017-06-08,5885.0,274935.0
2017-06-09,5740.5,266471.0
2017-06-12,5711.0,425289.0
2017-06-13,5751.25,260181.0
2017-06-14,5725.25,144808.0
2017-06-15,5702.5,120807.0
2017-06-16,5702.0,64524.0
2017-06-19,5766.0,356290.0
2017-06-20,5732.75,271968.0
2017-06-21,5796.0,301241.0
2017-06-22,5785.75,319202.0
2017-06-23,5812.25,233021.0
2017-06-26,5778.25,213552.0
2017-06-27,5676.5,311741.0
2017-06-28,5763.5,418001.0
2017-06-29,5653.0,396603.0
2017-06-30,5652.75,604720.0
2017-07-05,5651.5,232656.0
2017-07-06,5596.75,392297.0
2017-07-07,5655.75,370735.0
2017-07-10,5694.0,266767.0
2017-07-11,5720.0,241360.0
2017-07-12,5785.75,283454.0
2017-07-13,5797.5,262329.0
2017-07-14,5843.25,240958.0
2017-07-17,5855.0,230871.0
2017-07-18,5882.75,217890.0
2017-07-19,5918.25,246038.0
2017-07-20,5925.25,233290.0
2017-07-21,5918.75,265354.0
2017-07-24,5934.0,254484.0
2017-07-25,5933.75,195018.0
2017-07-26,5948.0,237095.0
2017-07-27,5909.5,190190.0
2017-07-28,5910.25,539445.0
2017-07-31,5882.5,338476.0
2017-08-01,5889.25,280483.0
2017-08-02,5910.75,229005.0
2017-08-03,5890.0,389618.0
2017-08-04,5898.0,289423.0
2017-08-07,5934.0,256730.0
2017-08-08,5918.0,165201.0
2017-08-09,5922.5,305079.0
2017-08-10,5789.75,377648.0
2017-08-11,5838.25,548167.0
2017-08-14,5910.0,394754.0
2017-08-15,5912.0,261541.0
2017-08-16,5923.5,249827.0
2017-08-17,5800.25,293910.0
2017-08-18,5801.25,511900.0
2017-08-21,5794.0,443313.0
2017-08-22,5878.5,360383.0
2017-08-23,5848.0,307895.0
2017-08-24,5840.5,301682.0
2017-08-25,5825.0,372774.0
2017-08-28,5844.75,300167.0
2017-08-29,5869.75,216424.0
2017-08-30,5935.0,334338.0
2017-08-31,5990.75,273971.0
2017-09-01,5988.25,273833.0
2017-09-05,5939.25,229855.0
2017-09-06,5955.0,485650.0
2017-09-07,5970.0,335781.0
2017-09-08,5916.25,301526.0
2017-09-11,5982.5,190958.0
2017-09-12,5996.5,160000.0
2017-09-13,6002.0,125609.0
2017-09-14,5966.25,76177.0
2017-09-15,5974.0,72484.0
2017-09-18,5986.75,268013.0
2017-09-19,5997.0,235721.0
2017-09-20,5978.5,212483.0
2017-09-21,5945.25,347504.0
2017-09-22,5935.75,343404.0
2017-09-25,5876.5,272649.0
2017-09-26,5892.5,447828.0
2017-09-27,5941.0,343472.0
2017-09-28,5938.5,349282.0
2017-09-29,5982.5,268097.0
2017-10-02,5980.5,275661.0
2017-10-03,5998.0,269518.0
2017-10-04,6004.0,207901.0
2017-10-05,6065.75,236714.0
2017-10-06,6064.25,254723.0
2017-10-09,6064.5,232608.0
2017-10-10,6065.25,155751.0
2017-10-11,6082.5,238961.0
2017-10-12,6074.75,180901.0
2017-10-13,6099.75,200082.0
2017-10-16,6120.25,178530.0
2017-10-17,6123.75,167591.0
2017-10-18,6119.25,154430.0
2017-10-19,6097.75,180414.0
2017-10-20,6111.0,332212.0
2017-10-23,6064.75,222217.0
2017-10-24,6079.5,247882.0
2017-10-25,6064.5,235526.0
2017-10-26,6084.75,436671.0
2017-10-27,6215.25,320283.0
2017-10-30,6224.25,435844.0
2017-10-31,6249.75,360344.0
2017-11-01,6240.75,239132.0
2017-11-02,6235.75,346061.0
2017-11-03,6290.5,356528.0
2017-11-06,6313.5,301691.0
2017-11-07,6316.0,218392.0
2017-11-08,6341.5,284157.0
2017-11-09,6314.5,218248.0
2017-11-10,6309.25,550267.0
2017-11-13,6312.0,266728.0
2017-11-14,6293.5,229366.0
2017-11-15,6266.25,342800.0
2017-11-16,6341.0,399624.0
2017-11-17,6313.25,339694.0
2017-11-20,6316.0,275846.0
2017-11-21,6379.5,203721.0
2017-11-22,6389.5,216030.0
2017-11-27,6413.25,118443.0
2017-11-28,6420.25,204123.0
2017-11-29,6305.5,307329.0
2017-11-30,6369.0,625761.0
2017-12-01,6346.25,457769.0
2017-12-04,6265.25,608005.0
2017-12-05,6271.75,520744.0
2017-12-06,6293.0,443788.0
2017-12-07,6323.0,363675.0
2017-12-08,6340.0,325352.0
2017-12-11,6397.5,180084.0
2017-12-12,6384.25,148290.0
2017-12-13,6398.5,134498.0
2017-12-14,6391.75,109048.0
2017-12-15,6478.0,79395.0
2017-12-18,6535.25,288903.0
2017-12-19,6500.75,220351.0
2017-12-20,6489.0,272966.0
2017-12-21,6492.25,276115.0
2017-12-22,6483.75,211561.0
2017-12-26,6460.0,130810.0
2017-12-27,6454.0,135130.0
2017-12-28,6446.25,158481.0
2017-12-29,6408.75,138254.0
2018-01-02,6514.75,210114.0
2018-01-03,6584.5,259593.0
2018-01-04,6603.5,223243.0
2018-01-05,6667.75,254577.0
2018-01-08,6688.0,214944.0
2018-01-09,6687.0,198494.0
2018-01-10,6677.25,272445.0
2018-01-11,6726.5,320261.0
2018-01-12,6775.25,228872.0
2018-01-16,6762.25,288871.0
2018-01-17,6823.75,516270.0
2018-01-18,6813.0,357653.0
2018-01-19,6845.75,314511.0
2018-01-22,6931.0,324203.0
2018-01-23,6965.75,262762.0
2018-01-24,6931.25,336204.0
2018-01-25,6931.5,526387.0
2018-01-26,7030.25,415464.0
2018-01-29,6992.5,326274.0
2018-01-30,6941.5,407157.0
2018-01-31,6962.5,524079.0
2018-02-01,6898.5,413798.0
2018-02-02,6755.75,492861.0
2018-02-05,6429.25,642482.0
2018-02-06,6653.75,931677.0
2018-02-07,6555.75,813419.0
2018-02-08,6317.25,593446.0
2018-02-09,6417.75,640585.0
2018-02-12,6531.75,787495.0
2018-02-13,6560.5,406083.0
2018-02-14,6687.0,382334.0
2018-02-15,6816.0,482298.0
2018-02-16,6786.75,458423.0
2018-02-20,6790.5,445962.0
2018-02-21,6760.5,461892.0
2018-02-22,6788.75,440206.0
2018-02-23,6909.75,439678.0
2018-02-26,7000.0,0.0
2018-02-27,6915.75,297831.0
2018-02-28,6865.0,498392.0
2018-03-01,6760.75,461819.0
2018-03-02,6804.75,793737.0
2018-03-05,6877.5,636240.0
2018-03-06,6907.75,467865.0
2018-03-07,6924.5,415228.0
2018-03-08,6974.25,498163.0
2018-03-09,7098.25,388688.0
2018-03-12,7139.5,225672.0
2018-03-13,7058.25,185865.0
2018-03-14,7033.5,208524.0
2018-03-15,7046.5,117327.0
2018-03-16,7044.0,56177.0
2018-03-19,6914.25,287434.0
2018-03-20,6917.5,571979.0
2018-03-21,6884.0,401041.0
2018-03-22,6692.0,454570.0
2018-03-23,6554.25,685491.0
2018-03-26,6773.5,748098.0
2018-03-27,6561.25,637180.0
2018-03-28,6477.25,731553.0
2018-03-29,6594.0,948120.0
2018-04-02,6393.25,647977.0
2018-04-03,6469.25,670690.0
2018-04-04,6582.5,681282.0
2018-04-05,6600.25,635562.0
2018-04-06,6454.75,495024.0
2018-04-09,6497.0,631810.0
2018-04-10,6624.25,482071.0
2018-04-11,6592.75,542219.0
2018-04-12,6670.75,443623.0
2018-04-13,6640.75,357175.0
2018-04-16,6712.0,465366.0
2018-04-17,6828.75,324486.0
2018-04-18,6843.5,325724.0
2018-04-19,6780.0,298181.0
2018-04-20,6676.25,376428.0
2018-04-23,6667.0,422339.0
2018-04-24,6526.75,384306.0
2018-04-25,6555.75,626789.0
2018-04-26,6734.75,544882.0
2018-04-27,6669.75,424984.0
2018-04-30,6613.0,481734.0
2018-05-01,6692.0,389473.0
2018-05-02,6633.5,360806.0
2018-05-03,6664.5,382532.0
2018-05-04,6774.75,518811.0
2018-05-07,6826.0,408713.0
2018-05-08,6820.5,323768.0
2018-05-09,6896.0,370356.0
2018-05-10,6965.0,316609.0
2018-05-11,6960.0,292974.0
2018-05-14,6974.0,263016.0
2018-05-15,6890.5,255900.0
2018-05-16,6937.25,432917.0
2018-05-17,6905.75,274261.0
2018-05-18,6874.0,325159.0
2018-05-21,6915.75,314569.0
2018-05-22,6909.25,293370.0
2018-05-23,6957.0,269992.0
2018-05-24,6957.25,390903.0
2018-05-25,6960.25,379490.0
2018-05-29,6944.5,317340.0
2018-05-30,6987.25,487638.0
2018-05-31,6977.0,303797.0
2018-06-01,7083.0,389141.0
2018-06-04,7148.25,335020.0
2018-06-05,7179.25,247834.0
2018-06-06,7215.0,256212.0
2018-06-07,7161.0,300300.0
2018-06-08,7151.5,410243.0
2018-06-11,7170.25,215656.0
2018-06-12,7199.5,173772.0
2018-06-13,7204.25,112997.0
2018-06-14,7283.75,94299.0
2018-06-15,7257.5,68895.0
2018-06-18,7276.0,364647.0
2018-06-19,7252.25,291954.0
2018-06-20,7313.25,450281.0
2018-06-21,7237.75,320649.0
2018-06-22,7222.75,424012.0
2018-06-25,7073.5,322915.0
2018-06-26,7104.0,598963.0
2018-06-27,6998.25,399009.0
2018-06-28,7060.5,546252.0
2018-06-29,7066.75,483220.0
2018-07-02,7116.5,396079.0
2018-07-05,7125.75,300232.0
2018-07-06,7233.5,378283.0
2018-07-09,7300.25,320304.0
2018-07-10,7301.5,269931.0
2018-07-11,7253.75,286748.0
2018-07-12,7382.75,373366.0
2018-07-13,7393.0,304341.0
2018-07-16,7325.0,279818.0
2018-07-17,7421.75,246001.0
2018-07-18,7404.5,343273.0
2018-07-19,7367.75,267804.0
2018-07-20,7360.0,321505.0
2018-07-23,7430.5,302839.0
2018-07-24,7416.25,287213.0
2018-07-25,7469.5,406774.0
2018-07-26,7430.75,351372.0
2018-07-27,7301.25,392494.0
2018-07-30,7200.5,534684.0
2018-07-31,7244.75,497537.0
2018-08-01,7277.0,430194.0
2018-08-02,7385.75,370601.0
2018-08-03,7402.0,441069.0
2018-08-06,7444.0,298355.0
2018-08-07,7477.25,250166.0
2018-08-08,7471.5,260630.0
2018-08-09,7475.5,250480.0
2018-08-10,7427.0,236834.0
2018-08-13,7417.0,389778.0
2018-08-14,7457.75,377939.0
2018-08-15,7374.0,305390.0
2018-08-16,7389.0,521164.0
2018-08-17,7387.75,348395.0
2018-08-20,7387.0,366862.0
2018-08-21,7397.5,286070.0
2018-08-22,7433.25,320662.0
2018-08-23,7424.5,309493.0
2018-08-24,7495.75,356371.0
2018-08-27,7568.0,278682.0
2018-08-28,7578.0,280533.0
2018-08-29,7668.75,273330.0
2018-08-30,7649.0,311623.0
2018-08-31,7661.25,390929.0
2018-09-04,7638.75,346901.0
2018-09-05,7531.75,470667.0
2018-09-06,7457.5,522313.0
2018-09-07,7438.5,650890.0
2018-09-10,7460.25,606515.0
2018-09-11,7512.0,418797.0
2018-09-12,7485.75,467702.0
2018-09-13,7564.5,586137.0
2018-09-14,7544.75,459821.0
2018-09-17,7436.25,237770.0
2018-09-18,7495.25,197770.0
2018-09-19,7497.5,171310.0
2018-09-20,7579.75,95710.0
2018-09-21,7589.0,74390.0
2018-09-24,7586.0,371830.0
2018-09-25,7595.25,390762.0
2018-09-26,7590.25,318332.0
2018-09-27,7657.25,405833.0
2018-09-28,7655.25,377694.0
2018-10-01,7675.5,381496.0
2018-10-02,7652.75,358159.0
2018-10-03,7664.75,392577.0
2018-10-04,7514.25,394538.0
2018-10-05,7436.0,704908.0
2018-10-08,7391.75,735015.0
2018-10-09,7399.0,615687.0
2018-10-10,7032.0,583403.0
2018-10-11,7031.0,924204.0
2018-10-12,7172.25,1146270.0
2018-10-15,7076.5,772623.0
2018-10-16,7353.75,641765.0
2018-10-17,7313.25,614355.0
2018-10-18,7137.75,663303.0
2018-10-19,7106.5,705908.0
2018-10-22,7155.25,661050.0
2018-10-23,7140.25,650331.0
2018-10-24,6836.25,825811.0
2018-10-25,6926.5,895420.0
2018-10-26,6893.25,793502.0
2018-10-29,6736.25,1069548.0
2018-10-30,6815.25,905327.0
2018-10-31,6975.5,832546.0
2018-11-01,7077.75,755201.0
2018-11-02,6980.25,589071.0
2018-11-05,6949.5,793339.0
2018-11-06,7016.5,506045.0
2018-11-07,7218.5,514296.0
2018-11-08,7166.0,621601.0
2018-11-09,7031.25,477828.0
2018-11-12,6835.0,596695.0
2018-11-13,6853.0,702949.0
2018-11-14,6768.25,711516.0
2018-11-15,6915.5,731312.0
2018-11-16,6895.25,793461.0
2018-11-19,6672.0,691502.0
2018-11-20,6532.5,743936.0
2018-11-21,6576.25,910469.0
2018-11-26,6673.25,362540.0
2018-11-27,6712.5,503369.0
2018-11-28,6918.25,577173.0
2018-11-29,6913.25,639404.0
2018-11-30,6949.5,530605.0
2018-12-03,7058.25,485575.0
2018-12-04,6803.25,575964.0
2018-12-06,6824.5,70696.0
2018-12-07,6623.5,986103.0
2018-12-10,6699.25,854199.0
2018-12-11,6717.0,778327.0
2018-12-12,6769.0,734366.0
2018-12-13,6752.0,663375.0
2018-12-14,6599.5,626806.0
2018-12-17,6466.25,351779.0
2018-12-18,6462.75,323403.0
2018-12-19,6334.75,229055.0
2018-12-20,6308.5,174403.0
2018-12-21,6257.25,95448.0
2018-12-26,6285.5,449594.0
2018-12-27,6323.5,642440.0
2018-12-28,6293.25,740129.0
2018-12-31,6333.25,644735.0
2019-01-02,6371.0,386061.0
2019-01-03,6162.0,659316.0
2019-01-04,6434.0,714536.0
2019-01-07,6496.5,696539.0
2019-01-08,6557.25,516597.0
2019-01-09,6604.75,539049.0
2019-01-10,6625.25,496789.0
2019-01-11,6612.75,496364.0
2019-01-14,6545.0,364787.0
2019-01-15,6676.75,364990.0
2019-01-16,6666.25,492324.0
2019-01-17,6720.0,443742.0
2019-01-18,6792.75,472761.0
2019-01-22,6653.0,499881.0
2019-01-23,6665.25,651258.0
2019-01-24,6675.0,515044.0
2019-01-25,6791.25,449017.0
2019-01-28,6701.75,446822.0
2019-01-29,6638.75,490045.0
2019-01-30,6837.25,441622.0
2019-01-31,6914.75,526133.0
2019-02-01,6877.75,557023.0
2019-02-04,6937.5,461403.0
2019-02-05,7008.0,353660.0
2019-02-06,6995.75,369764.0
2019-02-07,6905.5,376560.0
2019-02-08,6916.75,595400.0
2019-02-11,6914.25,464342.0
2019-02-12,7018.5,384589.0
2019-02-13,7016.25,363950.0
2019-02-14,7019.75,359971.0
2019-02-15,7063.75,490159.0
2019-02-19,7068.25,430944.0
2019-02-20,7073.25,386613.0
2019-02-21,7034.5,418267.0
2019-02-22,7088.25,432866.0
2019-02-25,7125.75,367501.0
2019-02-26,7117.75,346624.0
2019-02-27,7121.75,362741.0
2019-02-28,7102.5,367938.0
2019-03-01,7156.0,360883.0
2019-03-04,7145.75,383198.0
2019-03-05,7165.5,556660.0
2019-03-06,7111.25,364928.0
2019-03-07,7027.5,444302.0
2019-03-08,7026.75,556540.0
2019-03-11,7164.75,312130.0
2019-03-12,7206.5,203726.0
2019-03-13,7267.75,167990.0
2019-03-14,7239.75,127111.0
2019-03-15,7270.35009765625,82276.0
2019-03-18,7360.75,412124.0
2019-03-19,7376.5,366874.0
2019-03-20,7409.5,427134.0
2019-03-21,7534.5,550615.0
2019-03-22,7368.75,523249.0
2019-03-25,7355.25,694561.0
2019-03-26,7376.75,596897.0
2019-03-27,7334.5,557412.0
2019-03-28,7352.0,592979.0
2019-03-29,7400.5,446378.0
2019-04-01,7498.5,395579.0
2019-04-02,7519.25,412914.0
2019-04-03,7582.25,359192.0
2019-04-04,7561.5,483546.0
2019-04-05,7604.25,432440.0
2019-04-08,7623.5,358710.0
2019-04-09,7593.25,333328.0
2019-04-10,7641.25,389517.0
2019-04-11,7617.25,332696.0
2019-04-12,7652.25,340950.0
2019-04-15,7647.75,346210.0
2019-04-16,7679.5,322483.0
2019-04-17,7689.75,373199.0
2019-04-18,7712.5,463944.0
2019-04-22,7734.75,393586.0
2019-04-23,7838.0,253668.0
2019-04-24,7847.75,427149.0
2019-04-25,7798.5,387633.0
2019-04-26,7840.25,488329.0
2019-04-29,7813.75,467051.0
2019-04-30,7800.0,320324.0
2019-05-01,7756.5,463833.0
2019-05-02,7734.25,484406.0
2019-05-03,7865.0,592822.0
2019-05-06,7803.5,454088.0
2019-05-07,7674.0,630196.0
2019-05-08,7647.5,838952.0
2019-05-09,7595.25,621509.0
2019-05-10,7610.25,741216.0
2019-05-13,7314.75,802652.0
2019-05-14,7421.0,773473.0
2019-05-15,7529.25,547769.0
2019-05-16,7600.25,535915.0
2019-05-17,7511.5,525588.0
2019-05-20,7391.75,626777.0
2019-05-21,7464.0,634294.0
2019-05-22,7430.0,436744.0
2019-05-23,7311.0,455678.0
2019-05-24,7315.5,640165.0
2019-05-28,7295.25,407810.0
2019-05-29,7216.0,528983.0
2019-05-30,7255.25,568052.0
2019-05-31,7133.5,403475.0
2019-06-03,6993.75,540433.0
2019-06-04,7179.25,771723.0
2019-06-05,7228.5,565396.0
2019-06-06,7282.25,534798.0
2019-06-07,7419.5,433916.0
2019-06-10,7515.5,484835.0
2019-06-11,7518.25,463884.0
2019-06-12,7473.25,461725.0
2019-06-13,7522.75,388858.0
2019-06-14,7478.25,396174.0
2019-06-17,7534.25,254822.0
2019-06-18,7645.25,184038.0
2019-06-19,7674.25,209971.0
2019-06-20,7745.25,112587.0
2019-06-21,7723.60986328125,101514.0
2019-06-24,7758.75,379078.0
2019-06-25,7628.75,260978.0
2019-06-26,7650.0,424811.0
2019-06-27,7690.5,376979.0
