date,close,volume
2016-03-14,4366.0,156647.0
2016-03-15,4364.5,106669.0
2016-03-16,4397.5,71625.0
2016-03-17,4402.25,65619.0
2016-03-18,4414.25,51815.0
2016-03-21,4416.25,240454.0
2016-03-22,4434.5,169724.0
2016-03-23,4395.5,190219.0
2016-03-24,4397.25,212040.0
2016-03-28,4389.5,196013.0
2016-03-29,4458.25,133720.0
2016-03-30,4482.0,229527.0
2016-03-31,4476.25,222490.0
2016-04-01,4528.5,190526.0
2016-04-04,4500.25,245916.0
2016-04-05,4469.5,189635.0
2016-04-06,4535.0,218944.0
2016-04-07,4470.25,241958.0
2016-04-08,4467.25,260817.0
2016-04-11,4451.5,232565.0
2016-04-12,4490.0,243297.0
2016-04-13,4547.75,252487.0
2016-04-14,4546.25,228380.0
2016-04-15,4538.5,163850.0
2016-04-18,4546.5,171811.0
2016-04-19,4526.75,179869.0
2016-04-20,4535.75,256892.0
2016-04-21,4497.75,193071.0
2016-04-22,4465.75,239652.0
2016-04-25,4472.25,285544.0
2016-04-26,4452.5,172474.0
2016-04-27,4423.75,212776.0
2016-04-28,4382.0,306378.0
2016-04-29,4331.5,306766.0
2016-05-02,4369.0,402426.0
2016-05-03,4334.5,221470.0
2016-05-04,4309.75,270601.0
2016-05-05,4300.25,235256.0
2016-05-06,4328.25,221674.0
2016-05-09,4335.75,262686.0
2016-05-10,4392.0,206931.0
2016-05-11,4351.5,204247.0
2016-05-12,4334.75,208025.0
2016-05-13,4324.0,262049.0
2016-05-16,4375.25,249877.0
2016-05-17,4319.5,197887.0
2016-05-18,4332.25,256918.0
2016-05-19,4317.25,305289.0
2016-05-20,4362.25,272694.0
2016-05-23,4352.5,244244.0
2016-05-24,4445.25,167178.0
2016-05-25,4474.75,239635.0
2016-05-26,4492.25,253726.0
2016-05-27,4510.0,163693.0
2016-05-31,4524.25,153739.0
2016-06-01,4521.5,209605.0
2016-06-02,4532.25,194470.0
2016-06-03,4509.0,179288.0
2016-06-06,4525.5,225458.0
2016-06-07,4514.25,164530.0
2016-06-08,4519.0,155623.0
2016-06-09,4512.0,172285.0
2016-06-10,4465.75,236706.0
2016-06-13,4426.25,141333.0
2016-06-14,4425.25,115256.0
2016-06-15,4412.75,94710.0
2016-06-16,4424.75,68451.0
2016-06-17,4417.25,49749.0
2016-06-20,4390.0,250757.0
2016-06-21,4400.25,195423.0
2016-06-22,4394.5,194521.0
2016-06-23,4462.5,190665.0
2016-06-24,4262.25,194791.0
2016-06-27,4178.0,497350.0
2016-06-28,4281.0,413249.0
2016-06-29,4362.75,258268.0
2016-06-30,4407.0,260013.0
2016-07-01,4433.25,242965.0
2016-07-05,4404.0,176656.0
2016-07-06,4439.5,200656.0
2016-07-07,4452.25,253791.0
2016-07-08,4517.25,184871.0
2016-07-11,4549.5,234625.0
2016-07-12,4569.75,182422.0
2016-07-13,4561.25,190097.0
2016-07-14,4590.0,190027.0
2016-07-15,4579.25,191874.0
2016-07-18,4608.25,171716.0
2016-07-19,4606.5,183261.0
2016-07-20,4650.5,165175.0
2016-07-21,4638.25,182311.0
2016-07-22,4657.25,181960.0
2016-07-25,4653.75,152974.0
2016-07-26,4663.75,146154.0
2016-07-27,4707.75,209762.0
2016-07-28,4719.75,230410.0
2016-07-29,4726.75,220001.0
2016-08-01,4744.5,207360.0
2016-08-02,4714.25,199516.0
2016-08-03,4728.25,261263.0
2016-08-04,4743.75,170596.0
2016-08-05,4783.0,167881.0
2016-08-08,4779.25,180947.0
2016-08-09,4791.75,132186.0
2016-08-10,4781.5,134336.0
2016-08-11,4800.0,141495.0
2016-08-12,4804.25,147601.0
2016-08-15,4822.75,131960.0
2016-08-16,4798.5,130170.0
2016-08-17,4804.0,156061.0
2016-08-18,4808.5,197778.0
2016-08-19,4807.0,149002.0
2016-08-22,4811.75,194623.0
2016-08-23,4817.0,196397.0
2016-08-24,4786.25,160448.0
2016-08-25,4782.25,190472.0
2016-08-26,4785.75,194394.0
2016-08-29,4793.25,281261.0
2016-08-30,4776.0,146925.0
2016-08-31,4773.75,186259.0
2016-09-01,4777.5,198477.0
2016-09-02,4795.25,248348.0
2016-09-06,4827.5,227919.0
2016-09-07,4828.75,208188.0
2016-09-08,4796.0,193455.0
2016-09-09,4671.0,251333.0
2016-09-12,4766.75,265154.0
2016-09-13,4727.75,178342.0
2016-09-14,4732.5,142822.0
2016-09-15,4817.75,77624.0
2016-09-16,4817.0,61726.0
2016-09-19,4794.25,285889.0
2016-09-20,4798.5,235031.0
2016-09-21,4850.0,195027.0
2016-09-22,4886.25,291231.0
2016-09-23,4856.5,196512.0
2016-09-26,4815.0,197323.0
2016-09-27,4860.75,209587.0
2016-09-28,4868.25,227156.0
2016-09-29,4844.25,208679.0
2016-09-30,4870.25,306337.0
2016-10-03,4865.75,248154.0
2016-10-04,4857.5,177125.0
2016-10-05,4873.5,276978.0
2016-10-06,4872.0,182962.0
2016-10-07,4859.0,187196.0
2016-10-11,4827.0,159238.0
2016-10-12,4813.5,316603.0
2016-10-13,4796.0,234222.0
2016-10-14,4804.25,297938.0
2016-10-17,4803.25,237878.0
2016-10-18,4827.0,179668.0
2016-10-19,4830.25,205551.0
2016-10-20,4843.75,148339.0
2016-10-21,4843.25,248117.0
2016-10-24,4902.75,188661.0
2016-10-25,4886.0,182257.0
2016-10-26,4853.75,184984.0
2016-10-27,4807.0,234117.0
2016-10-28,4806.0,261342.0
2016-10-31,4796.75,325145.0
2016-11-01,4757.25,199169.0
2016-11-02,4716.75,307806.0
2016-11-03,4674.5,300313.0
2016-11-04,4657.75,280599.0
2016-11-07,4775.75,264048.0
2016-11-08,4802.25,223773.0
2016-11-09,4820.5,219987.0
2016-11-10,4743.75,719499.0
2016-11-14,4694.5,324940.0
2016-11-15,4766.0,285041.0
2016-11-16,4783.25,238486.0
2016-11-17,4828.5,195711.0
2016-11-18,4808.5,190166.0
2016-11-21,4854.0,168797.0
2016-11-22,4874.75,167542.0
2016-11-23,4849.5,157465.0
2016-11-25,4868.5,159650.0
2016-11-28,4861.0,75485.0
2016-11-29,4875.0,143185.0
2016-11-30,4816.0,175916.0
2016-12-01,4736.5,231494.0
2016-12-02,4738.5,291375.0
2016-12-05,4780.5,235325.0
2016-12-06,4786.75,207428.0
2016-12-07,4841.75,185123.0
2016-12-08,4863.0,232690.0
2016-12-09,4893.75,225777.0
2016-12-12,4867.75,133170.0
2016-12-13,4937.75,124198.0
2016-12-14,4931.75,131855.0
2016-12-15,4934.5,74019.0
2016-12-16,4943.5,48306.0
2016-12-19,4938.75,185358.0
2016-12-20,4956.0,146138.0
2016-12-21,4949.5,109979.0
2016-12-22,4936.5,90653.0
2016-12-23,4942.25,110522.0
2016-12-27,4961.25,69061.0
2016-12-28,4923.75,100365.0
2016-12-29,4918.5,136664.0
2016-12-30,4864.0,121556.0
2017-01-03,4906.25,197659.0
2017-01-04,4933.5,215983.0
2017-01-05,4962.0,171952.0
2017-01-06,5004.0,169565.0
2017-01-09,5022.0,183315.0
2017-01-10,5031.25,148112.0
2017-01-11,5046.5,153774.0
2017-01-12,5034.75,218752.0
2017-01-13,5061.25,212324.0
2017-01-17,5040.25,136613.0
2017-01-18,5054.5,198098.0
2017-01-19,5053.5,159690.0
2017-01-20,5058.25,185603.0
2017-01-23,5063.5,216184.0
2017-01-24,5096.25,181150.0
2017-01-25,5146.5,141578.0
2017-01-26,5147.75,153214.0
2017-01-27,5162.5,173375.0
2017-01-30,5124.5,138335.0
2017-01-31,5112.75,249340.0
2017-02-01,5148.5,214696.0
2017-02-02,5131.0,237364.0
2017-02-03,5155.0,209875.0
2017-02-06,5157.75,181444.0
2017-02-07,5176.75,145402.0
2017-02-08,5191.25,164423.0
2017-02-09,5212.25,166260.0
2017-02-10,5226.75,157897.0
2017-02-13,5259.25,147032.0
2017-02-14,5276.0,144520.0
2017-02-15,5310.0,166904.0
2017-02-16,5300.5,168262.0
2017-02-17,5325.75,209931.0
2017-02-21,5343.75,170805.0
2017-02-22,5351.0,192758.0
2017-02-23,5332.0,156582.0
2017-02-24,5343.25,240394.0
2017-02-27,5347.5,211944.0
2017-02-28,5332.25,153779.0
2017-03-01,5386.0,168037.0
2017-03-02,5364.75,241769.0
2017-03-03,5372.0,206020.0
2017-03-06,5361.0,176727.0
2017-03-07,5349.75,166727.0
2017-03-08,5363.0,180791.0
2017-03-09,5366.75,221615.0
2017-03-10,5382.0,249227.0
2017-03-13,5395.5,159754.0
2017-03-14,5381.5,85360.0
2017-03-15,5415.25,92067.0
2017-03-16,5413.0,63828.0
2017-03-17,5417.25,35580.0
2017-03-20,5418.5,143955.0
2017-03-21,5338.25,144687.0
2017-03-22,5365.75,414738.0
2017-03-23,5354.5,335865.0
2017-03-24,5378.75,269772.0
2017-03-27,5379.0,294980.0
2017-03-28,5405.0,276499.0
2017-03-29,5436.0,245032.0
2017-03-30,5437.5,173940.0
2017-03-31,5438.5,163121.0
2017-04-03,5434.5,166661.0
2017-04-04,5444.0,264740.0
2017-04-05,5416.25,195119.0
2017-04-06,5422.75,301129.0
2017-04-07,5421.25,287867.0
2017-04-10,5422.25,243807.0
2017-04-11,5401.75,197534.0
2017-04-12,5372.75,332142.0
2017-04-13,5359.0,251108.0
2017-04-17,5395.25,278784.0
2017-04-18,5389.25,148626.0
2017-04-19,5397.75,246219.0
2017-04-20,5442.75,213579.0
2017-04-21,5442.0,231392.0
2017-04-24,5504.0,193756.0
2017-04-25,5548.25,212519.0
2017-04-26,5536.25,172850.0
2017-04-27,5591.0,221754.0
2017-04-28,5580.5,194734.0
2017-05-01,5630.75,185941.0
2017-05-02,5639.75,166028.0
2017-05-03,5613.25,169050.0
2017-05-04,5625.75,206431.0
2017-05-05,5648.25,223464.0
